Step,ScenarioA_Low,ScenarioA_High,ScenarioB_Low,ScenarioB_High
0,0.1,0.9,0.1,0.9
1,0.096,0.905,0.118,0.882
2,0.096,0.906,0.138,0.863
3,0.092,0.909,0.155,0.845
4,0.089,0.911,0.173,0.827
5,0.085,0.912,0.189,0.809
6,0.084,0.914,0.205,0.795
7,0.081,0.917,0.222,0.776
8,0.077,0.917,0.238,0.76
9,0.077,0.922,0.252,0.746
10,0.073,0.927,0.268,0.731
11,0.072,0.929,0.282,0.715
12,0.071,0.932,0.296,0.699
13,0.068,0.935,0.314,0.683
14,0.066,0.937,0.325,0.669
15,0.064,0.941,0.335,0.658
16,0.063,0.941,0.346,0.644
17,0.063,0.942,0.357,0.629
18,0.062,0.944,0.371,0.615
19,0.062,0.945,0.384,0.602
20,0.059,0.946,0.391,0.594
21,0.059,0.947,0.399,0.581
22,0.059,0.948,0.406,0.575
23,0.058,0.948,0.414,0.569
24,0.054,0.949,0.423,0.561
25,0.054,0.951,0.431,0.555
26,0.054,0.952,0.435,0.552
27,0.052,0.953,0.441,0.546
28,0.051,0.954,0.446,0.539
29,0.051,0.955,0.448,0.53
30,0.05,0.955,0.455,0.528
31,0.048,0.957,0.46,0.518
32,0.047,0.958,0.462,0.524
33,0.043,0.959,0.467,0.517
34,0.042,0.959,0.468,0.512
35,0.041,0.96,0.471,0.509
36,0.041,0.962,0.474,0.51
37,0.039,0.962,0.481,0.51
38,0.039,0.963,0.484,0.511
39,0.038,0.964,0.481,0.512
40,0.037,0.965,0.485,0.512
41,0.036,0.966,0.487,0.513
42,0.035,0.967,0.487,0.516
43,0.035,0.967,0.488,0.513
44,0.035,0.968,0.491,0.515
45,0.034,0.968,0.488,0.519
46,0.033,0.968,0.487,0.514
47,0.032,0.968,0.486,0.511
48,0.032,0.969,0.484,0.514
49,0.031,0.971,0.484,0.51
50,0.029,0.973,0.484,0.506
51,0.029,0.973,0.486,0.503
52,0.028,0.973,0.489,0.503
53,0.028,0.974,0.489,0.504
54,0.027,0.975,0.491,0.506
55,0.026,0.975,0.49,0.504
56,0.024,0.975,0.494,0.507
57,0.023,0.975,0.496,0.504
58,0.023,0.975,0.496,0.507
59,0.022,0.975,0.493,0.512
60,0.021,0.976,0.494,0.517
61,0.021,0.976,0.496,0.512
62,0.02,0.978,0.498,0.509
63,0.02,0.98,0.498,0.507
64,0.019,0.98,0.499,0.505
65,0.019,0.98,0.497,0.499
66,0.019,0.98,0.497,0.5
67,0.019,0.981,0.5,0.505
68,0.019,0.982,0.505,0.5
69,0.018,0.983,0.503,0.501
70,0.018,0.984,0.498,0.5
71,0.018,0.984,0.494,0.502
72,0.018,0.985,0.496,0.498
73,0.018,0.985,0.49,0.501
74,0.017,0.985,0.488,0.493
75,0.016,0.985,0.489,0.5
76,0.016,0.985,0.493,0.498
77,0.016,0.985,0.49,0.5
78,0.016,0.985,0.493,0.5
79,0.016,0.985,0.492,0.501
80,0.016,0.985,0.492,0.503
81,0.016,0.986,0.49,0.509
82,0.015,0.987,0.49,0.504
83,0.015,0.988,0.494,0.5
84,0.015,0.989,0.496,0.501
85,0.015,0.989,0.499,0.5
86,0.013,0.989,0.497,0.499
87,0.013,0.989,0.5,0.501
88,0.012,0.99,0.498,0.5
89,0.012,0.99,0.5,0.494
90,0.011,0.99,0.497,0.498
91,0.011,0.99,0.503,0.495
92,0.011,0.991,0.506,0.494
93,0.011,0.991,0.501,0.488
94,0.011,0.991,0.505,0.489
95,0.011,0.991,0.501,0.49
96,0.011,0.991,0.502,0.487
97,0.011,0.992,0.498,0.489
98,0.011,0.992,0.5,0.493
99,0.011,0.992,0.498,0.492
100,0.011,0.992,0.495,0.497
101,0.011,0.993,0.495,0.495
102,0.01,0.993,0.494,0.492
103,0.01,0.993,0.498,0.49
104,0.01,0.994,0.488,0.495
105,0.009,0.994,0.486,0.497
106,0.008,0.994,0.485,0.498
107,0.008,0.994,0.489,0.498
108,0.008,0.994,0.487,0.5
109,0.008,0.994,0.484,0.503
110,0.008,0.994,0.486,0.505
111,0.008,0.994,0.489,0.504
112,0.008,0.994,0.486,0.5
113,0.008,0.994,0.489,0.501
114,0.007,0.994,0.49,0.496
115,0.007,0.994,0.492,0.495
116,0.007,0.994,0.487,0.494
117,0.007,0.994,0.483,0.498
118,0.007,0.995,0.484,0.496
119,0.007,0.995,0.487,0.494
120,0.007,0.995,0.492,0.496
121,0.007,0.995,0.491,0.496
122,0.006,0.995,0.491,0.492
123,0.006,0.995,0.491,0.497
124,0.006,0.995,0.491,0.496
125,0.006,0.996,0.487,0.499
126,0.006,0.996,0.491,0.497
127,0.006,0.996,0.493,0.49
128,0.006,0.996,0.49,0.492
129,0.006,0.996,0.487,0.491
130,0.006,0.996,0.486,0.491
131,0.006,0.997,0.492,0.486
132,0.006,0.997,0.49,0.481
133,0.006,0.997,0.488,0.479
134,0.006,0.997,0.488,0.485
135,0.006,0.997,0.489,0.485
136,0.005,0.997,0.491,0.489
137,0.005,0.997,0.49,0.493
138,0.005,0.997,0.493,0.499
139,0.005,0.997,0.488,0.501
140,0.005,0.997,0.487,0.498
141,0.005,0.997,0.485,0.497
142,0.005,0.997,0.483,0.494
143,0.005,0.997,0.484,0.489
144,0.005,0.998,0.488,0.491
145,0.005,0.998,0.486,0.491
146,0.005,0.998,0.489,0.49
147,0.005,0.998,0.491,0.486
148,0.005,0.998,0.492,0.49
149,0.005,0.998,0.494,0.488
150,0.005,0.998,0.499,0.492
151,0.005,0.998,0.497,0.495
152,0.004,0.998,0.499,0.49
153,0.004,0.998,0.496,0.494
154,0.003,0.998,0.494,0.497
155,0.003,0.998,0.49,0.502
156,0.003,0.998,0.491,0.498
157,0.003,0.998,0.484,0.498
158,0.003,0.998,0.487,0.495
159,0.003,0.998,0.486,0.491
160,0.003,0.998,0.486,0.493
161,0.003,0.998,0.483,0.498
162,0.003,0.998,0.48,0.5
163,0.003,0.999,0.482,0.502
164,0.003,0.999,0.486,0.498
165,0.003,0.999,0.488,0.493
166,0.003,0.999,0.484,0.493
167,0.003,0.999,0.49,0.492
168,0.003,0.999,0.49,0.496
169,0.003,0.999,0.489,0.499
170,0.003,0.999,0.487,0.494
171,0.003,0.999,0.49,0.494
172,0.003,0.999,0.488,0.497
173,0.003,0.999,0.49,0.499
174,0.003,0.999,0.493,0.5
175,0.003,0.999,0.493,0.504
176,0.003,0.999,0.494,0.498
177,0.003,0.999,0.491,0.497
178,0.003,1.0,0.485,0.495
179,0.003,1.0,0.488,0.498
180,0.003,1.0,0.488,0.499
181,0.003,1.0,0.49,0.494
182,0.002,1.0,0.497,0.497
183,0.002,1.0,0.5,0.493
184,0.002,1.0,0.495,0.49
185,0.002,1.0,0.498,0.488
186,0.002,1.0,0.497,0.49
187,0.002,1.0,0.498,0.489
188,0.001,1.0,0.497,0.488
189,0.001,1.0,0.499,0.487
190,0.001,1.0,0.499,0.495
191,0.001,1.0,0.502,0.5
192,0.001,1.0,0.504,0.502
193,0.001,1.0,0.499,0.505
194,0.001,1.0,0.499,0.506
195,0.001,1.0,0.5,0.505
196,0.001,1.0,0.499,0.502
197,0.001,1.0,0.494,0.504
198,0.001,1.0,0.495,0.499
199,0.001,1.0,0.493,0.5
200,0.001,1.0,0.491,0.496
201,0.001,1.0,0.496,0.493
202,0.001,1.0,0.501,0.488
203,0.001,1.0,0.5,0.494
204,0.001,1.0,0.493,0.494
205,0.001,1.0,0.496,0.492
206,0.001,1.0,0.498,0.492
207,0.001,1.0,0.5,0.496
208,0.001,1.0,0.502,0.501
209,0.001,1.0,0.501,0.502
210,0.001,1.0,0.504,0.505
211,0.001,1.0,0.505,0.504
212,0.001,1.0,0.503,0.5
213,0.001,1.0,0.5,0.5
214,0.001,1.0,0.496,0.498
215,0.001,1.0,0.492,0.496
216,0.001,1.0,0.487,0.499
217,0.001,1.0,0.483,0.499
218,0.001,1.0,0.486,0.497
219,0.001,1.0,0.487,0.498
220,0.001,1.0,0.482,0.499
221,0.001,1.0,0.483,0.5
222,0.001,1.0,0.486,0.496
223,0.001,1.0,0.485,0.495
224,0.001,1.0,0.483,0.493
225,0.001,1.0,0.478,0.49
226,0.001,1.0,0.48,0.492
227,0.001,1.0,0.482,0.491
228,0.001,1.0,0.48,0.488
229,0.001,1.0,0.483,0.488
230,0.001,1.0,0.486,0.486
231,0.001,1.0,0.492,0.487
232,0.001,1.0,0.492,0.488
233,0.001,1.0,0.489,0.489
234,0.001,1.0,0.486,0.484
235,0.001,1.0,0.483,0.489
236,0.001,1.0,0.482,0.491
237,0.001,1.0,0.483,0.496
238,0.001,1.0,0.482,0.495
239,0.001,1.0,0.482,0.495
240,0.001,1.0,0.486,0.491
241,0.001,1.0,0.486,0.492
242,0.001,1.0,0.487,0.491
243,0.001,1.0,0.488,0.488
244,0.001,1.0,0.488,0.489
245,0.001,1.0,0.491,0.486
246,0.001,1.0,0.489,0.488
247,0.001,1.0,0.488,0.489
248,0.001,1.0,0.495,0.486
249,0.001,1.0,0.497,0.483
250,0.001,1.0,0.495,0.483
251,0.001,1.0,0.493,0.488
252,0.001,1.0,0.488,0.488
253,0.001,1.0,0.494,0.491
254,0.001,1.0,0.495,0.492
255,0.001,1.0,0.494,0.495
256,0.001,1.0,0.491,0.493
257,0.001,1.0,0.492,0.49
258,0.001,1.0,0.495,0.492
259,0.001,1.0,0.493,0.489
260,0.001,1.0,0.495,0.493
261,0.001,1.0,0.502,0.493
262,0.001,1.0,0.505,0.488
263,0.001,1.0,0.501,0.491
264,0.001,1.0,0.5,0.486
265,0.001,1.0,0.501,0.487
266,0.001,1.0,0.504,0.483
267,0.0,1.0,0.498,0.478
268,0.0,1.0,0.5,0.485
269,0.0,1.0,0.496,0.48
270,0.0,1.0,0.494,0.485
271,0.0,1.0,0.498,0.483
272,0.0,1.0,0.495,0.483
273,0.0,1.0,0.494,0.483
274,0.0,1.0,0.495,0.489
275,0.0,1.0,0.5,0.492
276,0.0,1.0,0.501,0.491
277,0.0,1.0,0.501,0.489
278,0.0,1.0,0.502,0.49
279,0.0,1.0,0.501,0.487
280,0.0,1.0,0.501,0.487
281,0.0,1.0,0.501,0.482
282,0.0,1.0,0.504,0.485
283,0.0,1.0,0.502,0.482
284,0.0,1.0,0.504,0.479
285,0.0,1.0,0.504,0.482
286,0.0,1.0,0.51,0.48
287,0.0,1.0,0.503,0.481
288,0.0,1.0,0.499,0.485
289,0.0,1.0,0.498,0.491
290,0.0,1.0,0.498,0.489
291,0.0,1.0,0.5,0.486
292,0.0,1.0,0.497,0.484
293,0.0,1.0,0.501,0.483
294,0.0,1.0,0.503,0.482
295,0.0,1.0,0.507,0.489
296,0.0,1.0,0.503,0.486
297,0.0,1.0,0.508,0.485
298,0.0,1.0,0.508,0.483
299,0.0,1.0,0.508,0.484
300,0.0,1.0,0.504,0.489
301,0.0,1.0,0.505,0.486
302,0.0,1.0,0.502,0.49
303,0.0,1.0,0.499,0.486
304,0.0,1.0,0.499,0.487
305,0.0,1.0,0.5,0.492
306,0.0,1.0,0.497,0.496
307,0.0,1.0,0.494,0.494
308,0.0,1.0,0.49,0.492
309,0.0,1.0,0.489,0.49
310,0.0,1.0,0.492,0.49
311,0.0,1.0,0.497,0.492
312,0.0,1.0,0.496,0.49
313,0.0,1.0,0.5,0.493
314,0.0,1.0,0.499,0.491
315,0.0,1.0,0.495,0.496
316,0.0,1.0,0.494,0.495
317,0.0,1.0,0.496,0.49
318,0.0,1.0,0.496,0.497
319,0.0,1.0,0.493,0.497
320,0.0,1.0,0.489,0.49
321,0.0,1.0,0.493,0.494
322,0.0,1.0,0.49,0.495
323,0.0,1.0,0.494,0.488
324,0.0,1.0,0.497,0.486
325,0.0,1.0,0.494,0.488
326,0.0,1.0,0.494,0.487
327,0.0,1.0,0.493,0.482
328,0.0,1.0,0.491,0.487
329,0.0,1.0,0.493,0.49
330,0.0,1.0,0.493,0.49
331,0.0,1.0,0.493,0.491
332,0.0,1.0,0.487,0.491
333,0.0,1.0,0.487,0.491
334,0.0,1.0,0.485,0.494
335,0.0,1.0,0.483,0.496
336,0.0,1.0,0.486,0.496
337,0.0,1.0,0.485,0.492
338,0.0,1.0,0.485,0.494
339,0.0,1.0,0.486,0.497
340,0.0,1.0,0.488,0.5
341,0.0,1.0,0.494,0.502
342,0.0,1.0,0.497,0.504
343,0.0,1.0,0.493,0.505
344,0.0,1.0,0.495,0.505
345,0.0,1.0,0.492,0.503
346,0.0,1.0,0.489,0.502
347,0.0,1.0,0.49,0.507
348,0.0,1.0,0.494,0.506
349,0.0,1.0,0.497,0.505
350,0.0,1.0,0.49,0.505
351,0.0,1.0,0.488,0.498
352,0.0,1.0,0.492,0.496
353,0.0,1.0,0.486,0.498
354,0.0,1.0,0.491,0.494
355,0.0,1.0,0.496,0.494
356,0.0,1.0,0.494,0.493
357,0.0,1.0,0.492,0.49
358,0.0,1.0,0.492,0.489
359,0.0,1.0,0.492,0.494
360,0.0,1.0,0.485,0.491
361,0.0,1.0,0.489,0.489
362,0.0,1.0,0.489,0.492
363,0.0,1.0,0.489,0.49
364,0.0,1.0,0.493,0.491
365,0.0,1.0,0.485,0.493
366,0.0,1.0,0.482,0.495
367,0.0,1.0,0.483,0.495
368,0.0,1.0,0.48,0.498
369,0.0,1.0,0.484,0.497
370,0.0,1.0,0.477,0.501
371,0.0,1.0,0.481,0.493
372,0.0,1.0,0.481,0.495
373,0.0,1.0,0.486,0.496
374,0.0,1.0,0.487,0.497
375,0.0,1.0,0.487,0.5
376,0.0,1.0,0.483,0.499
377,0.0,1.0,0.486,0.499
378,0.0,1.0,0.487,0.5
379,0.0,1.0,0.488,0.502
380,0.0,1.0,0.494,0.5
381,0.0,1.0,0.497,0.501
382,0.0,1.0,0.493,0.501
383,0.0,1.0,0.493,0.5
384,0.0,1.0,0.496,0.497
385,0.0,1.0,0.499,0.5
386,0.0,1.0,0.499,0.503
387,0.0,1.0,0.498,0.5
388,0.0,1.0,0.492,0.504
389,0.0,1.0,0.486,0.5
390,0.0,1.0,0.488,0.507
391,0.0,1.0,0.484,0.506
392,0.0,1.0,0.486,0.504
393,0.0,1.0,0.484,0.499
394,0.0,1.0,0.487,0.498
395,0.0,1.0,0.488,0.496
396,0.0,1.0,0.482,0.495
397,0.0,1.0,0.488,0.5
398,0.0,1.0,0.484,0.507
399,0.0,1.0,0.488,0.507
400,0.0,1.0,0.486,0.504
401,0.0,1.0,0.487,0.508
402,0.0,1.0,0.488,0.505
403,0.0,1.0,0.488,0.504
404,0.0,1.0,0.49,0.502
405,0.0,1.0,0.49,0.507
406,0.0,1.0,0.491,0.508
407,0.0,1.0,0.49,0.505
408,0.0,1.0,0.494,0.502
409,0.0,1.0,0.493,0.5
410,0.0,1.0,0.501,0.499
411,0.0,1.0,0.498,0.494
412,0.0,1.0,0.501,0.495
413,0.0,1.0,0.503,0.496
414,0.0,1.0,0.506,0.5
415,0.0,1.0,0.51,0.498
416,0.0,1.0,0.513,0.498
417,0.0,1.0,0.511,0.502
418,0.0,1.0,0.51,0.504
419,0.0,1.0,0.509,0.5
420,0.0,1.0,0.51,0.5
421,0.0,1.0,0.51,0.5
422,0.0,1.0,0.51,0.501
423,0.0,1.0,0.513,0.499
424,0.0,1.0,0.511,0.495
425,0.0,1.0,0.511,0.493
426,0.0,1.0,0.508,0.487
427,0.0,1.0,0.508,0.49
428,0.0,1.0,0.505,0.491
429,0.0,1.0,0.506,0.494
430,0.0,1.0,0.506,0.49
431,0.0,1.0,0.504,0.492
432,0.0,1.0,0.501,0.493
433,0.0,1.0,0.497,0.495
434,0.0,1.0,0.499,0.495
435,0.0,1.0,0.497,0.5
436,0.0,1.0,0.494,0.498
437,0.0,1.0,0.489,0.503
438,0.0,1.0,0.49,0.503
439,0.0,1.0,0.488,0.504
440,0.0,1.0,0.488,0.503
441,0.0,1.0,0.495,0.504
442,0.0,1.0,0.496,0.498
443,0.0,1.0,0.496,0.499
444,0.0,1.0,0.492,0.494
445,0.0,1.0,0.493,0.498
446,0.0,1.0,0.492,0.5
447,0.0,1.0,0.494,0.497
448,0.0,1.0,0.49,0.493
449,0.0,1.0,0.489,0.496
450,0.0,1.0,0.489,0.497
451,0.0,1.0,0.49,0.496
452,0.0,1.0,0.491,0.494
453,0.0,1.0,0.492,0.499
454,0.0,1.0,0.493,0.498
455,0.0,1.0,0.487,0.507
456,0.0,1.0,0.491,0.499
457,0.0,1.0,0.503,0.501
458,0.0,1.0,0.506,0.499
459,0.0,1.0,0.503,0.503
460,0.0,1.0,0.506,0.504
461,0.0,1.0,0.507,0.503
462,0.0,1.0,0.509,0.504
463,0.0,1.0,0.508,0.506
464,0.0,1.0,0.51,0.506
465,0.0,1.0,0.51,0.508
466,0.0,1.0,0.508,0.51
467,0.0,1.0,0.507,0.508
468,0.0,1.0,0.5,0.499
469,0.0,1.0,0.497,0.499
470,0.0,1.0,0.494,0.5
471,0.0,1.0,0.498,0.501
472,0.0,1.0,0.496,0.496
473,0.0,1.0,0.499,0.494
474,0.0,1.0,0.493,0.49
475,0.0,1.0,0.491,0.493
476,0.0,1.0,0.495,0.493
477,0.0,1.0,0.498,0.493
478,0.0,1.0,0.491,0.494
479,0.0,1.0,0.494,0.489
480,0.0,1.0,0.497,0.494
481,0.0,1.0,0.495,0.497
482,0.0,1.0,0.495,0.494
483,0.0,1.0,0.493,0.5
484,0.0,1.0,0.494,0.499
485,0.0,1.0,0.494,0.495
486,0.0,1.0,0.491,0.487
487,0.0,1.0,0.494,0.484
488,0.0,1.0,0.491,0.488
489,0.0,1.0,0.495,0.49
490,0.0,1.0,0.495,0.49
491,0.0,1.0,0.492,0.495
492,0.0,1.0,0.494,0.494
493,0.0,1.0,0.494,0.491
494,0.0,1.0,0.495,0.487
495,0.0,1.0,0.491,0.486
496,0.0,1.0,0.493,0.491
497,0.0,1.0,0.495,0.489
498,0.0,1.0,0.493,0.49
499,0.0,1.0,0.497,0.496
500,0.0,1.0,0.503,0.494
501,0.0,1.0,0.5,0.493
502,0.0,1.0,0.499,0.491
503,0.0,1.0,0.498,0.49
504,0.0,1.0,0.5,0.489
505,0.0,1.0,0.501,0.488
506,0.0,1.0,0.497,0.488
507,0.0,1.0,0.495,0.486
508,0.0,1.0,0.498,0.483
509,0.0,1.0,0.503,0.48
510,0.0,1.0,0.499,0.481
511,0.0,1.0,0.504,0.482
512,0.0,1.0,0.505,0.482
513,0.0,1.0,0.507,0.482
514,0.0,1.0,0.503,0.483
515,0.0,1.0,0.5,0.488
516,0.0,1.0,0.501,0.494
517,0.0,1.0,0.503,0.493
518,0.0,1.0,0.501,0.492
519,0.0,1.0,0.495,0.49
520,0.0,1.0,0.497,0.488
521,0.0,1.0,0.495,0.488
522,0.0,1.0,0.495,0.491
523,0.0,1.0,0.492,0.495
524,0.0,1.0,0.494,0.497
525,0.0,1.0,0.495,0.494
526,0.0,1.0,0.5,0.493
527,0.0,1.0,0.497,0.493
528,0.0,1.0,0.497,0.489
529,0.0,1.0,0.493,0.492
530,0.0,1.0,0.492,0.491
531,0.0,1.0,0.494,0.487
532,0.0,1.0,0.494,0.491
533,0.0,1.0,0.5,0.496
534,0.0,1.0,0.5,0.496
535,0.0,1.0,0.5,0.5
536,0.0,1.0,0.496,0.498
537,0.0,1.0,0.495,0.504
538,0.0,1.0,0.493,0.501
539,0.0,1.0,0.501,0.5
540,0.0,1.0,0.497,0.5
541,0.0,1.0,0.499,0.499
542,0.0,1.0,0.498,0.498
543,0.0,1.0,0.498,0.499
544,0.0,1.0,0.499,0.5
545,0.0,1.0,0.503,0.5
546,0.0,1.0,0.502,0.5
547,0.0,1.0,0.504,0.498
548,0.0,1.0,0.502,0.497
549,0.0,1.0,0.503,0.498
550,0.0,1.0,0.503,0.496
551,0.0,1.0,0.502,0.496
552,0.0,1.0,0.505,0.496
553,0.0,1.0,0.495,0.496
554,0.0,1.0,0.49,0.497
555,0.0,1.0,0.49,0.494
556,0.0,1.0,0.494,0.493
557,0.0,1.0,0.492,0.496
558,0.0,1.0,0.493,0.498
559,0.0,1.0,0.496,0.494
560,0.0,1.0,0.495,0.495
561,0.0,1.0,0.497,0.497
562,0.0,1.0,0.503,0.492
563,0.0,1.0,0.505,0.496
564,0.0,1.0,0.5,0.494
565,0.0,1.0,0.501,0.495
566,0.0,1.0,0.503,0.492
567,0.0,1.0,0.497,0.493
568,0.0,1.0,0.498,0.491
569,0.0,1.0,0.492,0.496
570,0.0,1.0,0.491,0.493
571,0.0,1.0,0.489,0.496
572,0.0,1.0,0.493,0.499
573,0.0,1.0,0.488,0.494
574,0.0,1.0,0.487,0.492
575,0.0,1.0,0.488,0.492
576,0.0,1.0,0.489,0.495
577,0.0,1.0,0.485,0.495
578,0.0,1.0,0.484,0.494
579,0.0,1.0,0.486,0.492
580,0.0,1.0,0.493,0.496
581,0.0,1.0,0.49,0.492
582,0.0,1.0,0.492,0.495
583,0.0,1.0,0.498,0.497
584,0.0,1.0,0.497,0.496
585,0.0,1.0,0.494,0.498
586,0.0,1.0,0.5,0.496
587,0.0,1.0,0.498,0.493
588,0.0,1.0,0.5,0.491
589,0.0,1.0,0.501,0.491
590,0.0,1.0,0.497,0.488
